"","QKEY","Device_Type_W63.5","LANG_W63.5","COVIDFOL_W63.5","COVIDCOVER1_W63.5","COVIDCOVER2_W63.5","COVIDCONF_a_W63.5","COVIDCONF_b_W63.5","COVIDCONF_c_W63.5","COVIDCONF_d_W63.5","COVIDTONE_a_W63.5","COVIDTONE_b_W63.5","COVIDTONE_c_W63.5","COVIDTONE_d_W63.5","COVIDNEWS1_W63.5","COVIDTHREAT_a_W63.5","COVIDTHREAT_b_W63.5","COVIDTHREAT_c_W63.5","COVIDTHREAT_d_W63.5","COVIDTHREAT_e_W63.5","COVIDMISINFO_W63.5","COVIDVACC_W63.5","COVIDCREATE_W63.5","COVIDWORK_W63.5","INSURANCE_W63.5","GROUP_TRUST_a_W57","NEWS_MOST_W57","TALKPOL_W57","FOLELECT_W57","CR_PARTYNEWSUSE_W57","CR_NEWS_INFLU_W57","CR_DIG_SAV_W57","CR_MAINSOPOL_GROUPS_W57","CR_KNOWLEDGE_INDEX_W57","F_METRO","F_CREGION","F_AGECAT","F_SEX","F_EDUCCAT","F_EDUCCAT2","F_HISP","F_RACECMB","F_RACETHN","F_CITIZEN","F_NATIVITY2","F_MARITAL","F_RELIG","F_BORN","F_ATTEND","F_PARTY_FINAL","F_PARTYLN_FINAL","F_PARTYSUM_FINAL","F_INCOME","F_INCOME_RECODE","F_REG","F_IDEO","F_ACSWEB","F_VOLSUM","WEIGHT_W63.5"
"98",120343,1,1,1,3,1,2,2,3,1,2,3,1,3,1,2,1,1,2,2,4,3,2,4,1,2,7,1,1,2,2,1,98,3,1,4,4,2,2,3,2,1,1,1,1,1,12,NA,6,1,NA,1,9,1,1,2,2,1,1.62305626110819
"99",120521,2,1,1,2,1,4,3,1,1,3,5,3,3,1,1,2,1,2,1,4,2,3,2,1,2,7,1,2,4,1,1,7,3,1,3,3,2,1,6,2,1,1,1,1,2,11,2,5,2,NA,2,6,2,1,5,1,1,0.20313757190989
"100",120873,2,1,2,2,2,4,4,2,1,3,4,3,3,1,1,2,1,2,2,2,3,3,4,1,2,2,2,1,5,2,2,7,3,1,3,4,2,1,6,2,1,1,1,1,1,1,2,2,3,2,2,5,2,1,3,1,1,0.270901704804016
"101",121158,2,1,1,1,1,1,1,1,1,4,4,2,5,1,1,1,2,2,2,3,3,2,2,1,3,7,2,2,1,1,2,4,3,1,3,4,2,1,5,2,1,1,1,1,3,2,1,1,1,NA,1,4,2,1,2,1,1,0.428054601938189
"102",121582,2,1,2,2,2,1,1,1,2,1,3,2,4,1,2,1,2,3,2,2,5,1,4,1,4,7,1,1,2,1,2,4,3,1,4,4,2,1,6,2,4,4,1,1,1,1,1,2,1,NA,1,9,1,1,1,1,2,1.87596215305594
"103",121882,1,1,1,3,2,2,1,3,2,2,3,3,3,1,2,1,1,2,2,3,3,3,4,1,3,5,3,2,2,2,1,98,2,1,4,4,1,1,5,2,1,1,1,1,1,12,NA,2,3,1,1,9,1,1,1,1,1,0.255975292289027
"104",122020,1,1,1,2,2,4,4,2,1,3,4,3,3,1,1,2,1,2,1,4,3,3,1,1,2,2,2,1,4,99,2,7,3,1,2,3,1,1,5,2,1,1,1,1,1,9,NA,6,3,2,2,8,1,1,4,1,1,0.23078620749798
"105",122033,2,1,1,1,1,4,3,1,2,3,5,3,3,1,1,1,1,2,2,2,4,5,4,1,2,4,3,2,5,2,2,3,2,2,3,4,2,2,4,2,1,1,1,1,1,1,1,3,2,NA,2,6,2,1,3,1,1,0.36646273531457
"106",122234,2,1,2,3,3,4,4,3,4,1,5,2,3,1,1,2,1,2,1,2,3,3,1,1,2,7,1,2,4,1,1,98,3,1,1,2,2,1,6,2,1,1,1,1,1,10,NA,5,2,NA,2,9,1,1,4,1,2,0.828762420532012
"107",122466,1,1,2,2,1,2,2,2,2,1,3,1,3,2,2,2,1,3,2,2,3,3,1,1,3,4,3,1,1,1,1,4,3,1,4,4,1,1,5,2,1,1,1,1,5,12,NA,6,1,NA,1,8,1,1,3,1,1,0.287185005972092
"108",122503,2,1,1,2,1,4,4,2,2,3,5,3,4,2,1,1,1,2,2,1,3,3,4,1,1,5,1,1,5,1,1,98,3,1,3,4,1,1,6,1,1,3,1,1,1,2,2,2,2,NA,2,9,1,1,5,1,1,0.0784452146309837
"109",123191,2,1,1,1,1,4,3,1,2,3,5,3,4,2,2,2,1,1,2,1,3,5,3,1,1,5,1,1,4,1,2,5,2,1,3,4,1,1,5,2,1,1,1,1,6,5,NA,6,2,NA,2,2,3,1,4,1,2,0.354769880138869
"110",123308,1,1,1,1,1,4,4,1,2,3,5,3,3,1,1,1,1,1,1,3,3,5,5,1,1,4,4,2,5,2,2,2,3,2,2,4,2,1,5,2,1,1,1,1,1,1,1,5,2,NA,2,5,2,3,4,1,2,1.2501578856225
"111",123778,2,1,2,2,2,4,3,2,2,1,2,1,2,1,3,3,1,1,2,2,2,3,1,1,2,2,2,3,7,3,2,98,3,1,1,3,1,2,4,2,1,1,1,1,2,10,NA,6,3,2,2,8,1,1,4,1,1,0.44661595831531
"112",124032,1,1,1,2,2,2,1,2,1,2,3,2,3,3,2,2,1,2,2,2,2,3,4,1,2,3,4,3,2,3,2,2,1,1,2,4,2,2,3,2,1,1,1,1,1,1,1,5,1,NA,1,6,2,1,2,1,2,1.22332309307444
"113",124264,3,1,1,1,1,4,4,2,3,3,5,3,4,1,1,1,1,2,1,2,3,3,4,1,2,5,3,1,5,1,1,3,3,2,4,4,1,2,3,2,1,1,1,1,1,12,NA,6,2,NA,2,99,99,1,3,1,1,0.337830376439809
"114",124561,1,1,1,1,1,4,4,2,1,3,5,3,3,1,1,2,1,3,2,3,3,3,4,1,1,5,1,1,5,2,2,5,2,1,4,4,1,1,5,2,1,1,1,1,1,12,NA,6,2,NA,2,8,1,1,4,1,2,0.411863299454979
"115",124598,1,1,1,4,3,1,1,3,3,1,3,1,3,2,3,2,2,2,3,1,3,2,2,1,4,7,2,2,2,2,2,4,2,2,4,4,1,1,5,2,4,4,1,1,1,1,1,1,3,1,1,7,1,1,2,1,1,0.467869618484007
"116",125280,1,1,1,1,1,3,3,2,2,1,4,4,3,1,3,3,2,2,3,2,3,3,1,1,3,4,2,1,3,2,2,1,2,1,1,4,2,1,6,2,1,1,1,1,6,1,2,5,3,1,1,9,1,1,3,1,2,1.18813450801234
"117",125444,2,1,3,2,2,4,4,2,2,3,5,3,4,1,2,2,2,2,2,4,3,3,1,1,2,2,2,2,4,2,1,7,2,2,4,2,2,1,6,2,1,1,1,1,6,11,NA,4,2,NA,2,6,2,1,5,1,1,0.425041503499637
"118",125496,2,1,1,1,1,4,4,2,3,3,5,3,4,1,1,2,1,1,1,3,3,3,2,1,2,7,1,1,4,1,1,98,3,1,4,3,2,1,5,2,1,1,1,1,1,9,NA,6,2,NA,2,9,1,1,5,1,1,0.232603241984903
"119",125634,2,1,1,4,1,1,1,2,1,1,3,1,3,1,2,2,2,2,2,2,2,1,4,1,4,4,1,1,1,1,2,4,2,2,3,3,1,1,5,2,1,1,1,1,1,1,1,2,1,NA,1,8,1,1,1,1,1,0.289457157860605
"120",125976,1,1,1,1,1,4,2,2,2,2,5,3,2,1,2,2,1,3,2,4,2,3,4,1,1,5,4,1,5,99,2,98,2,1,3,4,1,1,6,2,1,1,1,1,1,1,2,2,2,NA,2,6,2,1,3,1,1,0.166587741355572
"121",126131,2,1,1,1,1,3,2,2,1,3,5,4,4,1,1,2,1,2,1,4,3,3,4,1,1,2,2,1,4,2,1,7,3,1,2,4,1,1,5,2,1,1,1,1,1,10,NA,4,3,2,2,7,1,1,3,1,1,0.227483968598657
"122",126190,2,1,1,2,2,4,4,2,3,3,5,3,3,1,2,2,2,3,3,3,3,3,2,1,1,5,4,2,4,2,2,3,2,1,1,3,1,1,5,2,1,1,1,1,1,9,NA,6,4,2,2,7,1,1,4,1,1,0.29114904576847
"123",126211,2,1,1,3,1,1,1,2,2,1,3,1,3,2,2,2,1,2,1,2,3,1,1,1,2,5,1,1,2,2,2,4,3,1,3,4,1,3,2,2,1,1,1,1,1,1,1,1,4,1,1,4,2,1,2,1,2,2.26667599868025
"124",126380,2,1,1,1,2,4,4,2,2,3,5,3,4,1,1,2,1,1,1,2,3,3,3,1,2,7,1,1,5,1,2,98,3,1,4,3,1,1,5,2,1,1,1,1,2,12,NA,6,2,NA,2,5,2,1,5,1,2,0.418447651248307
"125",126570,2,1,1,2,2,1,1,1,1,1,3,1,2,1,1,1,1,2,1,3,99,1,2,1,3,3,1,1,1,2,1,4,1,2,2,3,2,3,2,2,1,1,1,1,1,1,1,1,1,NA,1,3,3,1,1,1,2,2.05047239172994
"126",127160,2,1,3,2,2,4,4,3,3,4,5,5,5,3,2,3,3,2,2,4,5,1,4,1,3,7,4,4,3,3,2,98,3,1,3,2,2,1,6,2,99,99,1,1,1,5,NA,2,1,NA,1,5,2,3,1,1,2,0.890372325136686
"127",127284,2,1,1,1,1,1,1,2,1,3,3,3,3,1,1,1,1,1,1,4,2,1,4,1,2,4,4,1,3,2,3,4,2,1,4,3,2,2,3,2,1,1,1,1,1,12,NA,6,3,1,1,9,1,1,3,1,2,0.872824063230718
"128",127498,2,1,1,1,1,4,2,1,1,3,4,3,3,1,1,1,1,1,1,2,3,3,1,1,1,7,4,2,5,2,1,1,2,1,2,2,1,1,5,2,1,1,1,1,1,4,2,3,3,2,2,9,1,2,3,1,2,1.66164851551848
"129",128285,2,1,1,1,1,4,4,1,2,3,5,4,3,1,1,1,1,2,2,4,3,3,4,1,1,7,3,2,5,2,1,9,3,1,1,4,1,1,6,2,4,4,1,1,1,12,NA,6,2,NA,2,8,1,1,4,1,2,0.720133504786365
"130",128558,1,1,2,2,2,1,1,2,1,2,3,3,3,1,2,2,2,2,2,3,5,5,4,1,3,4,4,2,2,2,2,4,1,1,3,3,2,3,2,2,1,1,1,1,1,1,1,4,1,NA,1,7,1,1,2,2,2,5.09824299233027
"131",129015,1,1,1,2,1,4,4,3,2,3,5,3,3,2,1,2,1,2,1,2,3,3,4,1,2,5,2,1,5,1,1,5,3,1,2,4,2,1,6,2,1,1,1,1,1,1,2,5,2,NA,2,6,2,1,3,1,1,0.280679685149751
"132",129046,1,1,1,4,3,2,2,2,2,1,3,2,3,1,2,3,1,2,2,2,2,1,4,1,4,5,1,1,2,2,2,98,3,1,4,3,1,1,5,2,1,1,1,1,1,1,2,5,1,NA,1,6,2,1,2,1,2,0.666554182766376
"133",129189,1,1,2,2,2,1,1,1,1,2,3,1,3,1,2,3,1,3,2,2,3,1,2,1,2,2,2,2,3,1,2,99,2,1,3,4,2,1,6,2,1,1,1,1,1,3,1,2,1,NA,1,7,1,1,1,1,1,0.428054601938189
"134",129740,1,1,1,1,1,4,4,1,3,3,5,3,3,1,1,2,1,2,2,2,3,3,1,1,1,7,4,1,5,2,1,98,2,1,3,4,2,1,6,2,1,1,1,1,6,12,NA,5,2,NA,2,7,1,1,4,1,1,0.274722525432316
"135",130022,1,1,2,1,1,4,3,3,3,3,5,3,3,1,1,2,1,1,1,2,3,3,4,1,2,7,3,2,5,2,3,98,3,1,3,4,1,2,4,2,1,1,1,1,5,5,NA,4,2,NA,2,8,1,1,3,1,1,0.244454452534219
"136",130287,1,1,1,1,1,3,3,2,2,3,4,3,3,1,2,1,1,1,1,3,3,3,4,1,2,4,3,1,5,2,1,7,3,1,4,4,1,1,6,2,1,1,1,1,1,10,NA,6,3,2,2,7,1,1,4,1,2,0.580372363396433
"137",130571,1,1,1,2,1,1,1,2,1,2,4,4,3,1,2,2,1,2,2,3,2,1,4,1,3,5,4,1,2,2,2,4,2,1,4,4,2,2,4,1,5,3,1,1,1,9,NA,6,3,1,1,99,99,1,2,1,1,0.310926268936372
"138",130781,2,1,1,1,1,4,3,2,1,3,4,3,3,3,1,1,1,2,1,4,3,3,4,1,2,5,99,2,5,2,2,3,3,1,3,4,2,1,5,2,99,99,1,6,1,3,2,2,2,NA,2,8,1,1,3,1,1,0.274722525432316
"139",130889,1,1,1,1,1,4,3,1,1,3,4,3,3,1,1,2,1,2,2,2,3,3,4,1,1,5,1,1,5,1,2,3,2,1,4,4,2,1,5,2,1,1,1,1,1,11,99,5,2,NA,2,9,1,1,4,1,2,0.731697566812459
"140",131599,1,1,2,4,1,1,1,2,2,1,3,1,3,2,2,2,2,3,3,1,3,5,2,1,1,5,2,1,1,2,2,4,3,1,1,4,1,1,5,2,1,1,1,1,1,12,NA,5,1,NA,1,6,2,1,1,1,1,0.322261998860181
"141",131786,1,1,2,1,1,1,1,2,1,3,3,3,3,3,1,1,1,2,1,4,5,3,1,1,2,4,4,1,3,1,3,2,1,2,3,3,1,1,6,2,1,1,1,1,6,1,1,4,1,NA,1,1,3,1,2,1,2,0.607277731347038
"142",132146,2,1,1,1,2,2,2,2,1,1,3,3,3,1,2,3,2,3,3,2,3,3,1,1,2,6,4,4,3,3,1,3,1,2,3,2,2,2,4,2,1,1,1,1,1,2,2,5,1,NA,1,7,1,1,3,1,1,0.632431443805946
"143",132240,1,1,1,2,1,1,1,1,1,1,3,99,3,1,2,2,2,2,2,2,5,3,4,1,2,7,3,2,1,2,1,4,2,1,1,3,2,1,5,2,1,1,1,1,1,1,1,2,1,NA,1,99,99,1,2,1,1,0.4042540597707
"144",132246,1,1,1,4,3,1,1,2,3,1,3,1,2,2,3,3,1,2,3,1,2,1,4,1,4,7,1,1,2,1,1,98,3,1,3,4,1,2,3,2,99,99,1,1,1,1,1,5,3,99,9,8,1,1,2,1,2,0.781901483910488
"145",132264,1,1,2,1,1,4,4,3,1,2,5,3,3,1,2,2,1,1,2,2,3,3,4,1,1,5,2,1,5,2,1,5,3,1,2,4,2,1,6,2,1,1,1,1,1,9,NA,6,3,2,2,8,1,1,3,1,1,0.388989468179123
"146",132478,1,1,1,1,1,3,3,1,1,3,5,3,3,1,1,1,2,3,1,3,3,2,4,1,1,1,3,1,5,2,2,98,3,1,1,4,2,2,3,2,1,1,1,1,5,1,2,4,2,NA,2,3,3,1,4,2,1,1.13252816439141
"147",132489,2,1,1,1,1,3,3,2,1,2,4,2,3,1,1,1,1,2,1,4,3,3,4,1,1,4,1,1,5,2,1,6,3,1,3,4,2,1,6,2,1,1,1,1,6,12,NA,6,2,NA,2,3,3,1,4,1,2,0.62526829337726
"148",132973,1,1,1,1,1,4,4,2,1,3,4,3,4,1,1,1,1,1,2,3,3,3,2,1,1,3,1,1,5,2,1,98,3,1,4,3,2,3,2,2,1,1,1,6,1,12,NA,6,3,2,2,6,2,1,3,1,2,1.25676347268314
"149",133114,1,1,2,2,2,4,3,3,2,3,4,3,3,1,2,2,1,2,2,3,3,3,4,1,2,1,2,1,5,1,2,9,3,1,3,4,1,1,6,2,1,1,1,1,1,10,NA,6,3,2,2,8,1,1,3,1,1,0.222890084727651
"150",133435,1,1,2,2,2,99,99,2,99,2,99,99,2,1,2,2,2,2,2,3,5,5,99,1,3,5,3,3,NA,3,3,2,1,1,1,4,2,3,2,2,1,1,1,1,5,2,99,1,3,99,9,99,99,1,2,2,1,3.4680155651724
"151",133550,1,1,1,2,1,4,4,3,2,3,5,4,2,1,1,2,1,1,1,4,3,3,3,1,3,1,2,3,7,3,2,99,2,1,4,3,2,2,3,2,1,1,1,1,1,1,2,2,3,2,2,99,99,1,3,2,1,1.00989628434649
"152",133700,1,1,1,1,1,2,2,2,2,3,4,2,3,1,1,2,1,1,2,4,3,5,4,1,3,4,2,3,6,3,3,98,1,1,1,4,2,3,2,2,1,1,1,1,1,2,2,2,3,1,1,4,2,1,3,1,1,0.8346181670815
"153",133889,1,1,2,2,2,4,3,2,1,4,5,3,3,1,3,3,2,2,2,4,3,3,1,1,2,7,1,2,4,2,1,7,3,1,4,3,1,1,6,2,1,1,1,1,1,12,NA,6,3,2,2,9,1,1,3,1,1,0.259774793732311
"154",133978,1,1,1,2,2,1,1,2,1,1,3,1,3,2,2,2,1,3,2,3,3,3,2,1,3,4,2,1,2,2,1,4,1,1,1,3,2,1,5,2,1,1,1,1,1,5,NA,2,1,NA,1,99,99,1,2,1,1,0.4042540597707
"155",135146,2,1,1,2,1,1,1,1,1,2,3,2,3,2,2,3,2,2,3,2,3,5,1,1,2,5,1,1,2,2,1,4,3,1,2,4,1,1,5,2,1,1,1,1,1,2,2,2,1,NA,1,8,1,1,2,1,1,0.254784826247564
"156",135179,1,1,1,1,1,3,4,2,2,2,5,3,3,1,2,2,1,2,1,3,2,3,4,1,1,7,1,1,5,2,1,5,2,1,1,4,1,1,5,2,1,1,1,6,1,9,NA,4,2,NA,2,9,1,1,5,1,1,0.210764017719628
"157",135293,1,1,1,3,2,3,2,2,2,1,4,2,3,2,2,2,1,1,2,2,5,3,1,1,2,7,2,1,2,1,1,98,3,1,2,3,1,1,5,2,1,1,1,1,3,1,2,4,3,1,1,9,1,1,3,1,2,0.92742101031085
"158",135317,1,1,1,2,1,4,4,2,1,3,5,4,3,1,1,2,1,1,1,3,3,3,4,1,2,3,1,1,4,2,2,98,3,1,2,4,1,1,6,2,1,1,1,1,1,10,NA,5,2,NA,2,7,1,1,4,1,1,0.169526349113633
"159",135459,2,1,2,2,2,4,4,2,2,4,5,4,3,3,2,2,2,2,2,2,3,3,4,1,1,1,2,3,5,3,2,98,3,1,3,4,1,1,6,2,1,1,1,1,1,1,2,2,2,NA,2,9,1,1,4,1,1,0.166587741355572
"160",135706,2,1,1,1,1,4,4,2,1,3,4,3,3,1,1,1,1,1,1,4,2,3,4,1,2,4,2,2,5,2,3,98,1,1,1,4,2,1,6,2,1,1,1,1,1,2,2,2,2,NA,2,7,1,1,3,1,1,0.356311516961973
"161",135751,1,1,1,1,1,4,3,2,3,2,5,3,4,1,2,2,1,2,1,3,3,3,2,1,2,1,1,1,5,1,2,5,3,1,1,4,1,1,6,2,1,1,1,1,1,9,NA,6,2,NA,2,8,1,1,4,1,2,0.464544444745802
"162",135822,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,2,1,1,1,4,2,2,1,2,2,1,4,2,2,1,2,2,3,2,2,1,1,1,1,1,1,1,1,1,NA,1,6,2,1,1,1,1,1.20516469308757
"163",136015,3,1,1,1,1,1,1,2,1,3,3,3,3,2,1,1,1,1,1,4,5,99,2,1,3,2,2,1,2,2,2,98,2,1,2,4,2,1,5,2,1,1,1,1,1,12,NA,6,1,NA,1,7,1,1,2,1,1,0.438279132593998
"164",136046,1,1,1,1,1,4,4,2,2,3,5,3,4,1,1,2,1,2,2,4,3,3,4,1,2,7,2,1,4,2,1,98,3,1,3,4,2,1,6,2,1,1,1,1,1,12,NA,6,2,NA,2,7,1,1,3,1,1,0.274722525432316
"165",136316,1,1,2,1,1,1,1,1,1,2,3,3,3,1,1,2,1,1,2,3,5,5,4,1,3,5,3,2,2,2,3,4,3,1,3,4,2,2,4,2,1,1,1,1,5,1,2,5,3,1,1,8,1,1,3,1,2,1.00391705456097
"166",136411,2,1,1,4,4,1,1,4,4,1,3,1,1,1,3,3,3,3,3,1,4,1,1,1,4,7,2,1,2,1,1,98,3,1,3,3,1,1,5,2,1,1,1,1,1,1,2,6,3,1,1,8,1,1,3,1,2,0.50525045612213
"167",136999,2,1,2,4,4,1,3,2,2,1,3,1,1,2,3,3,3,3,3,3,4,5,1,1,2,6,2,3,7,3,1,8,1,1,1,3,2,2,3,2,1,1,1,1,1,5,NA,4,4,1,1,9,1,1,3,1,1,0.401610492217527
"168",137139,3,1,2,3,3,4,4,3,2,1,4,3,3,2,3,3,2,2,3,3,3,3,2,1,2,4,2,2,5,1,2,98,2,1,4,3,1,1,5,2,1,1,1,1,6,99,NA,5,4,2,2,3,3,1,4,1,1,0.259774793732311
"169",138105,2,1,1,2,1,4,3,2,2,2,5,3,3,1,1,2,1,2,2,2,3,3,1,1,2,2,4,1,5,2,1,5,2,1,1,3,2,2,3,2,1,1,1,1,2,1,2,6,3,2,2,9,1,1,3,1,1,0.446484516599898
"170",139467,1,1,2,3,3,1,1,2,2,2,3,3,2,1,2,2,1,2,1,3,3,5,4,1,2,7,3,2,2,2,2,4,2,1,2,4,2,2,3,2,1,1,1,1,5,2,2,2,3,1,1,3,3,1,2,1,1,0.455043815896583
"171",139905,1,1,1,1,1,4,3,2,1,3,5,3,3,3,1,2,1,1,2,2,3,3,4,1,2,5,2,1,5,1,3,5,3,1,1,4,2,1,6,2,1,1,1,1,5,11,NA,4,2,NA,2,6,2,1,4,1,1,0.328878025627945
"172",140200,2,1,1,3,2,4,4,4,4,3,5,3,4,1,1,1,1,1,1,2,3,3,3,1,2,5,1,1,5,1,2,5,2,1,4,4,2,2,4,2,1,1,1,1,1,1,2,6,2,NA,2,8,1,1,5,1,1,0.369347207004931
"173",140204,1,1,1,1,1,4,4,1,1,2,5,3,3,1,1,2,2,2,2,3,3,3,2,1,2,2,2,1,5,2,1,7,2,2,1,3,2,1,6,2,1,1,1,1,1,1,2,5,3,2,2,8,1,1,4,1,1,0.389202171521154
"174",140444,2,1,1,2,2,4,4,3,1,3,5,3,3,1,1,1,1,1,1,1,3,3,1,1,2,3,3,1,5,2,2,98,3,1,4,4,1,1,6,2,1,1,1,1,1,3,2,2,2,NA,2,8,1,1,3,1,1,0.189308575697641
"175",140544,1,1,2,2,2,4,3,3,2,1,4,3,3,1,1,1,1,1,1,4,3,3,4,1,1,5,1,1,5,1,1,5,3,1,3,4,1,1,6,2,1,1,1,1,1,5,NA,5,2,NA,2,9,1,1,4,1,2,0.354769880138869
"176",140639,1,1,2,1,1,4,3,1,1,3,5,3,3,1,2,2,2,3,2,2,3,3,4,1,1,5,3,2,5,2,2,5,3,1,3,4,1,1,6,2,1,1,1,1,1,10,NA,6,3,2,2,7,1,1,3,1,2,0.497122883305049
"177",141319,2,1,1,1,1,4,4,4,3,3,5,3,4,1,2,2,1,2,3,4,3,5,3,1,1,5,2,1,5,1,1,5,3,1,2,2,1,3,2,2,2,2,1,1,3,1,1,2,3,2,2,5,2,1,5,1,2,4.87152449449299
"178",141471,2,1,2,4,3,3,3,4,2,1,2,1,3,2,3,3,1,2,2,3,5,3,2,1,2,2,3,3,2,3,3,98,2,1,1,3,2,2,4,2,1,1,1,6,1,2,2,3,1,NA,1,8,1,1,2,1,1,0.472897411629038
"179",141804,2,1,1,2,2,4,4,2,2,2,5,3,3,1,2,2,1,1,2,4,3,3,4,1,1,7,2,1,5,99,2,9,3,1,2,3,1,1,6,2,1,1,1,1,1,12,NA,6,2,NA,2,9,1,1,4,1,1,0.171781067167204
"180",141878,1,1,2,3,3,2,2,2,2,2,3,2,3,2,3,3,2,3,2,2,2,3,4,1,2,4,2,1,2,2,2,4,1,1,2,4,2,2,3,2,1,1,1,6,1,1,1,4,1,NA,1,6,2,1,3,1,1,0.513348077546482
"181",142360,1,1,2,2,2,4,4,2,1,3,4,3,3,1,2,2,1,1,2,3,5,3,1,1,1,3,3,2,5,2,1,98,3,1,2,2,1,1,5,2,1,1,1,1,1,2,2,4,3,2,2,8,1,1,4,1,1,0.402241147420495
"182",142398,2,1,2,1,1,4,3,3,3,2,5,3,4,1,1,2,1,2,1,4,3,3,1,1,2,2,2,2,4,2,2,9,3,1,1,3,2,1,6,2,1,1,1,1,5,5,NA,1,2,NA,2,9,1,1,5,1,1,0.409463619514006
"183",142447,2,1,2,1,1,4,3,1,1,3,4,3,3,1,2,3,3,2,2,4,3,3,1,1,1,5,3,3,5,3,1,7,3,1,1,3,2,1,5,2,1,1,1,1,1,1,2,6,3,2,2,8,1,1,3,1,2,0.580779971183334
"184",142838,1,1,1,2,1,4,3,2,2,2,4,4,4,1,2,2,1,2,2,3,3,3,4,1,1,4,2,2,5,2,3,2,3,1,4,4,2,1,6,2,1,1,1,1,1,1,2,2,2,NA,2,6,2,1,3,1,1,0.317007737119546
"185",143122,2,1,2,2,2,4,4,3,2,2,5,3,3,1,2,2,1,1,2,2,2,3,3,1,3,7,2,2,4,2,2,98,3,2,3,4,2,2,3,2,1,1,1,1,3,10,NA,6,3,2,2,3,3,1,5,1,2,0.840932102251391
"186",143915,1,1,2,1,1,1,1,1,1,3,3,3,3,1,2,3,1,3,3,4,3,5,4,1,2,3,4,4,3,3,1,98,2,2,1,4,1,3,2,2,1,1,1,1,5,1,1,3,1,NA,1,2,3,1,3,1,1,1.5249941457587
"187",144036,2,1,2,2,2,1,1,1,1,1,3,1,3,3,3,3,2,2,3,1,3,1,1,1,4,2,2,1,1,2,2,4,3,1,3,3,2,2,3,2,1,1,1,1,6,1,1,2,1,NA,1,7,1,1,1,2,2,2.37909825544635
"188",144429,3,1,1,2,2,1,1,2,2,1,3,1,3,1,2,3,1,1,2,2,3,3,4,1,2,3,4,1,2,2,2,4,3,1,2,4,2,1,6,2,1,1,1,1,1,10,NA,6,1,NA,1,7,1,1,2,1,2,1.03562675953318
"189",144736,2,1,1,3,2,4,4,3,3,2,5,3,3,2,2,2,1,2,2,3,3,3,1,1,2,2,1,1,5,1,1,7,3,1,1,3,2,1,6,2,1,1,1,1,1,12,NA,5,2,NA,2,8,1,1,4,1,1,0.409463619514006
"190",145364,1,1,2,3,2,2,1,3,1,1,3,2,3,1,2,3,1,3,3,2,3,3,2,1,2,5,2,2,2,1,2,98,3,1,1,3,1,2,3,2,1,1,1,1,1,2,2,3,1,NA,1,9,1,1,2,1,1,0.846759342003313
"191",145447,1,1,1,1,1,4,3,3,1,2,5,3,3,1,2,1,1,3,2,4,3,3,4,1,2,4,4,4,5,3,3,98,3,1,3,4,2,1,6,2,1,1,1,1,1,1,1,2,3,2,2,9,1,1,3,1,1,0.379950316584062
"192",145887,3,1,1,1,1,1,1,1,2,1,3,5,4,1,1,2,1,2,2,4,3,1,4,1,3,2,4,1,2,2,3,4,2,1,4,4,2,1,5,2,1,1,1,1,6,2,2,3,99,99,9,8,1,1,2,1,1,0.389673974522562
"193",146062,2,1,1,2,2,4,4,2,2,3,5,3,3,1,1,2,1,2,1,2,3,3,1,1,1,7,2,1,5,1,1,5,3,1,3,3,2,1,6,2,1,1,1,1,1,5,NA,4,2,NA,2,7,1,1,4,1,2,0.447322425535769
"194",146434,1,1,1,4,4,1,1,2,2,1,3,1,3,1,2,3,1,1,3,2,5,3,4,1,3,5,4,3,3,3,2,4,2,1,3,4,2,3,2,2,1,1,1,1,1,2,1,3,1,NA,1,7,1,1,99,1,2,2.52617921497797
"195",146637,2,1,2,2,2,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,5,5,4,1,2,6,4,2,6,2,1,99,1,2,2,3,2,2,4,2,1,1,1,1,3,1,2,6,2,NA,2,4,2,1,5,1,2,0.928109459698994
"196",146784,1,1,1,2,2,1,1,2,2,1,3,1,2,2,2,3,2,2,2,2,2,3,2,1,3,6,1,1,2,1,1,98,2,2,4,3,1,2,3,2,4,4,1,1,1,1,1,2,1,NA,1,2,3,1,1,1,1,1.03954514442705
"197",147316,2,1,2,2,3,3,3,2,1,2,2,3,3,2,2,2,1,2,2,2,3,1,3,2,2,6,4,3,7,3,1,98,1,1,3,2,2,1,5,1,1,3,1,2,1,1,1,1,4,2,2,5,2,1,2,1,1,0.245512728135352
"198",147654,2,1,1,4,2,4,4,3,2,4,5,4,3,1,1,1,1,2,1,2,3,3,2,1,1,7,1,2,4,2,1,9,3,2,4,3,1,1,6,2,1,1,1,1,1,12,NA,5,3,2,2,6,2,1,5,1,1,0.311355227513849
"199",147763,1,1,1,2,2,4,2,2,2,2,4,2,3,2,1,2,1,2,1,1,3,3,4,1,2,4,1,1,5,2,2,1,3,2,1,4,2,1,6,2,1,1,1,1,1,12,NA,5,2,NA,2,8,1,1,3,1,1,0.549624706003795
